Abastecimento de água - Brasil,,
Moradores por Município e Ano,,
Período:1991,2000,2010
"Município;""1991"";""2000"";""2010""",,
430830 Fontoura Xavier;12013;11393;10630,,
430840 Formigueiro;7678;7549;6966,,
430843 Forquetinha;-;-;2479,,
430845 Fortaleza dos Valos;4606;5065;4569,,
430850 Frederico Westphalen;24602;26419;28553,,
430860 Garibaldi;25696;28226;30502,,
430865 Garruchos;-;3653;3232,,
430870 Gaurama;6476;6369;5840,,
430880 General Câmara;11495;8719;8397,,
430885 Gentil;-;1745;1673,,
430890 Getúlio Vargas;19807;16384;15983,,
430900 Giruá;26668;18552;16852,,
430905 Glorinha;4529;5602;6842,,
430910 Gramado;21685;28287;31945,,
430912 Gramado dos Loureiros;-;2509;2243,,
430915 Gramado Xavier;-;3653;3956,,
430920 Gravataí;180035;231651;254941,,
430925 Guabiju;1727;1749;1596,,
430930 Guaíba;82917;94017;94975,,
430940 Guaporé;19669;19915;22642,,
430950 Guarani das Missões;11464;8898;8062,,
430955 Harmonia;3074;3657;4244,,
430710 Herval;7118;8198;6693,,
430957 Herveiras;-;2894;2945,,
430960 Horizontina;16970;17657;18286,,
430965 Hulha Negra;-;4934;5971,,
430970 Humaitá;6030;5218;4893,,
430975 Ibarama;5111;4443;4363,,
430980 Ibiaçá;5874;5230;4699,,
430990 Ibiraiaras;7796;7158;7161,,
430995 Ibirapuitã;5831;5140;4051,,
431000 Ibirubá;17770;18486;19192,,
431010 Igrejinha;20425;26675;31481,,
431020 Ijuí;74584;77656;77925,,
431030 Ilópolis;3808;4244;4065,,
431033 Imbé;7119;12153;17605,,
431036 Imigrante;3918;3834;3011,,
431040 Independência;7470;7245;6582,,
431041 Inhacorá;-;2361;2267,,
431043 Ipê;5668;5425;5966,,
431046 Ipiranga do Sul;2332;2057;1941,,
431050 Iraí;11270;9085;7943,,
431053 Itaara;-;4570;4991,,
431055 Itacurubi;3369;3503;3419,,
431057 Itapuca;-;2649;2340,,
431060 Itaqui;39882;39455;37870,,
431065 Itati;-;-;2552,,
431070 Itatiba do Sul;6648;5234;4162,,
431075 Ivorá;2541;2477;2140,,
431080 Ivoti;16011;15211;19768,,
431085 Jaboticaba;5719;4516;4083,,
431087 Jacuizinho;-;-;2499,,
431090 Jacutinga;6297;4222;3593,,
431100 Jaguarão;27565;29923;27695,,
431110 Jaguari;12645;12403;11304,,
431112 Jaquirana;4010;4809;4173,,
431113 Jari;-;3741;3536,,
431115 Jóia;7419;8196;8296,,
431120 Júlio de Castilhos;24984;20000;19353,,
431123 Lagoa Bonita do Sul;-;-;2655,,
431127 Lagoa dos Três Cantos;-;1623;1596,,
431130 Lagoa Vermelha;28582;29296;27289,,
431125 Lagoão;6016;6065;6156,,
431140 Lajeado;63351;63666;70804,,
431142 Lajeado do Bugre;-;2441;2487,,
431150 Lavras do Sul;8780;8024;7624,,
431160 Liberato Salzano;8635;6566;5772,,
431162 Lindolfo Collor;-;4355;5214,,
431164 Linha Nova;-;1560;1624,,
431171 Maçambará;-;4983;4718,,
431170 Machadinho;7301;5689;5493,,
431173 Mampituba;-;3062;3002,,
431175 Manoel Viana;-;6481;7056,,
431177 Maquiné;-;7267;6886,,
431179 Maratá;-;2512;2518,,
431180 Marau;24991;28282;36209,,
431190 Marcelino Ramos;7010;5991;5061,,
431198 Mariana Pimentel;-;3726;3733,,
431200 Mariano Moro;2997;2469;2207,,
431205 Marques de Souza;-;4211;4057,,
431210 Mata;5561;5559;5085,,
431213 Mato Castelhano;-;2440;2323,,
431215 Mato Leitão;-;3191;3855,,
431217 Mato Queimado;-;-;1792,,
431220 Maximiliano de Almeida;6612;5638;4899,,
431225 Minas do Leão;-;7315;7623,,
431230 Miraguaí;5991;5017;4847,,
431235 Montauri;1776;1679;1536,,
431237 Monte Alegre dos Campos;-;3030;3095,,
431238 Monte Belo do Sul;-;2865;2657,,
431240 Montenegro;48716;54196;58513,,
431242 Mormaço;-;2421;2726,,
431244 Morrinhos do Sul;-;3524;3179,,
431245 Morro Redondo;6060;5973;6210,,
431247 Morro Reuter;-;4982;5665,,
431250 Mostardas;8954;11560;12073,,
431260 Muçum;7066;4710;4776,,
431261 Muitos Capões;-;2809;2969,,
431262 Muliterno;-;1768;1812,,
431265 Não-Me-Toque;13956;14268;15811,,
431267 Nicolau Vergueiro;-;1803;1720,,
431270 Nonoai;20700;12605;11980,,
431275 Nova Alvorada;2632;2699;3164,,
431280 Nova Araçá;2852;3226;3999,,
431290 Nova Bassano;6693;7823;8820,,
431295 Nova Boa Vista;-;2201;1960,,
431300 Nova Bréscia;5125;4543;3178,,
431301 Nova Candelária;-;2865;2745,,
431303 Nova Esperança do Sul;3589;4005;4664,,
431306 Nova Hartz;10013;15006;18317,,
431308 Nova Pádua;-;2365;2431,,
431310 Nova Palma;7631;6235;6323,,
431320 Nova Petrópolis;16627;16687;18842,,
431330 Nova Prata;14950;18263;22615,,
431333 Nova Ramada;-;2684;2436,,
431335 Nova Roma do Sul;2948;3032;3321,,
431337 Nova Santa Rita;-;15672;22673,,
431349 Novo Barreiro;-;3841;3973,,
431339 Novo Cabrais;-;3549;3834,,
431340 Novo Hamburgo;204539;235290;237538,,
431342 Novo Machado;-;4718;3917,,
431344 Novo Tiradentes;-;2382;2275,,
431346 Novo Xingu;-;-;1755,,
431350 Osório;36553;35959;40119,,
431360 Paim Filho;5352;4809;4230,,
431365 Palmares do Sul;11103;10769;10911,,
431370 Palmeira das Missões;52635;37840;33908,,
431380 Palmitinho;11626;6912;6913,,
431390 Panambi;29223;32491;37795,,
431395 Pantano Grande;9999;10546;9865,,
431400 Paraí;5077;6008;6787,,
431402 Paraíso do Sul;6565;7185;7320,,
431403 Pareci Novo;-;3223;3503,,
431405 Parobé;31942;44625;51269,,
431406 Passa Sete;-;4638;5147,,
431407 Passo do Sobrado;-;5551;5975,,
431410 Passo Fundo;145872;167117;183172,,
431413 Paulo Bento;-;-;2190,,
431415 Paverama;7190;7722;8018,,
431417 Pedras Altas;-;-;2197,,
431420 Pedro Osório;14797;8072;7756,,
431430 Pejuçara;4015;4169;3955,,
431440 Pelotas;289450;321558;326528,,
431442 Picada Café;-;4607;5151,,
431445 Pinhal;2734;2491;2509,,
431446 Pinhal da Serra;-;-;2129,,
431447 Pinhal Grande;-;4692;4447,,
431449 Pinheirinho do Vale;-;4124;4466,,
431450 Pinheiro Machado;15233;14520;12708,,
431455 Pirapó;3798;3337;2744,,
431460 Piratini;17360;19183;19776,,
431470 Planalto;17755;11214;10468,,
431475 Poço das Antas;1544;1939;2017,,
431477 Pontão;-;3877;3841,,
431478 Ponte Preta;-;2105;1747,,
431480 Portão;19392;24602;30698,,
431490 Porto Alegre;1248310;1346477;1394176,,
431500 Porto Lucena;9324;6363;5372,,
431505 Porto Mauá;-;2785;2523,,
431507 Porto Vera Cruz;-;2457;1834,,
431510 Porto Xavier;10837;11065;10520,,
431513 Pouso Novo;2214;2192;1861,,
431514 Presidente Lucena;-;2055;2476,,
431515 Progresso;6911;6452;6151,,
431517 Protásio Alves;2331;2109;1997,,
431520 Putinga;5238;4579;4131,,
431530 Quaraí;21949;23870;22869,,
431531 Quatro Irmãos;-;-;1774,,
431532 Quevedos;-;2690;2697,,
431535 Quinze de Novembro;3387;3555;3643,,
431540 Redentora;9102;8759;10211,,
431545 Relvado;2563;2291;2147,,
431550 Restinga Sêca;15139;16326;15750,,
431555 Rio dos Índios;-;4695;3584,,
431560 Rio Grande;170934;185221;195637,,
431570 Rio Pardo;42636;37571;37337,,
431575 Riozinho;3379;4051;4310,,
431580 Roca Sales;9503;9274;10229,,
431590 Rodeio Bonito;10825;5722;5723,,
431595 Rolador;-;-;2539,,
431600 Rolante;13297;17777;19426,,
431610 Ronda Alta;11601;9980;10127,,
431620 Rondinha;7111;6095;5503,,
431630 Roque Gonzales;8795;7736;7150,,
431640 Rosário do Sul;40173;40878;39431,,
431642 Sagrada Família;-;2592;2586,,
431643 Saldanha Marinho;3263;3142;2856,,
431645 Salto do Jacuí;10760;12373;11750,,
431647 Salvador das Missões;-;2664;2656,,
431650 Salvador do Sul;8275;6780;6652,,
431660 Sananduva;14380;14682;15334,,
431710 Sant'Ana do Livramento;79649;90381;82008,,
431670 Santa Bárbara do Sul;9811;9956;8809,,
431673 Santa Cecília do Sul;-;-;1652,,
431675 Santa Clara do Sul;-;4756;5636,,
431680 Santa Cruz do Sul;116865;106846;117178,,
431697 Santa Margarida do Sul;-;-;2174,,
431690 Santa Maria;215328;241671;258736,,
431695 Santa Maria do Herval;5183;5886;6045,,
431720 Santa Rosa;57893;64577;67983,,
431725 Santa Tereza;-;1768;1713,,
431730 Santa Vitória do Palmar;33848;33059;30778,,
431700 Santana da Boa Vista;8399;8574;8221,,
431740 Santiago;51508;51893;48671,,
431750 Santo Ângelo;75891;76164;75625,,
431760 Santo Antônio da Patrulha;40514;36914;39486,,
431770 Santo Antônio das Missões;13205;12662;11141,,
431755 Santo Antônio do Palma;-;2196;2137,,
431775 Santo Antônio do Planalto;-;1992;1987,,
431780 Santo Augusto;17757;14367;13955,,
431790 Santo Cristo;15062;14826;14277,,
431795 Santo Expedito do Sul;-;2676;2459,,
431800 São Borja;63498;64420;61235,,
431805 São Domingos do Sul;2550;2809;2914,,
431810 São Francisco de Assis;26568;20715;19152,,
431820 São Francisco de Paula;19119;19507;20173,,
431830 São Gabriel;58694;61983;59507,,
431840 São Jerônimo;27488;20173;21901,,
431842 São João da Urtiga;5197;4921;4721,,
431843 São João do Polêsine;-;2697;2588,,
431844 São Jorge;2871;2851;2769,,
431845 São José das Missões;-;2984;2717,,
431846 São José do Herval;2443;2509;2194,,
431848 São José do Hortêncio;2798;3373;4093,,
431849 São José do Inhacorá;-;2383;2185,,
431850 São José do Norte;21954;23668;25427,,
431860 São José do Ouro;11430;7036;6889,,
431861 São José do Sul;-;-;2079,,
431862 São José dos Ausentes;-;3104;3269,,
431870 São Leopoldo;166642;192330;213102,,
431880 São Lourenço do Sul;41256;43527;42906,,
431890 São Luiz Gonzaga;41466;39062;34174,,
431900 São Marcos;15817;18941;20031,,
431910 São Martinho;7342;6301;5725,,
431912 São Martinho da Serra;-;3241;3195,,
431915 São Miguel das Missões;7406;7611;7411,,
431920 São Nicolau;6861;6358;5700,,
431930 São Paulo das Missões;8464;7145;6287,,
431935 São Pedro da Serra;-;2819;3297,,
431936 São Pedro das Missões;-;-;1882,,
431937 São Pedro do Butiá;-;2861;2867,,
431940 São Pedro do Sul;20284;16953;16293,,
431950 São Sebastião do Caí;16619;19576;21825,,
431960 São Sepé;27918;24472;23611,,
431970 São Valentim;7676;4102;3624,,
431971 São Valentim do Sul;-;2135;2163,,
431973 São Valério do Sul;-;2604;2643,,
431975 São Vendelino;1449;1650;1943,,
431980 São Vicente do Sul;7517;8260;8368,,
431990 Sapiranga;58517;68991;74795,,
432000 Sapucaia do Sul;104558;122405;130597,,
432010 Sarandi;20707;17952;21090,,
432020 Seberi;13495;11329;10826,,
432023 Sede Nova;3734;3190;2995,,
432026 Segredo;6936;6873;7121,,
432030 Selbach;4569;4847;4907,,
432032 Senador Salgado Filho;-;2915;2810,,
432035 Sentinela do Sul;-;4863;5173,,
432040 Serafina Corrêa;8370;10864;14221,,
432045 Sério;-;2688;2276,,
432050 Sertão;8848;7392;6285,,
432055 Sertão Santana;-;5192;5816,,
432057 Sete de Setembro;-;2357;2120,,
432060 Severiano de Almeida;4429;4118;3821,,
432065 Silveira Martins;2357;2559;2435,,
432067 Sinimbu;-;10157;10024,,
432070 Sobradinho;20054;16216;14085,,
432080 Soledade;30376;29444;29720,,
432085 Tabaí;-;3541;4118,,
432090 Tapejara;18771;15088;19206,,
432100 Tapera;10909;10497;10385,,
432110 Tapes;19632;16155;16575,,
432120 Taquara;41977;52142;54120,,
432130 Taquari;24589;25527;25879,,
432132 Taquaruçu do Sul;3060;2908;2956,,
432135 Tavares;5040;5326;5343,,
432140 Tenente Portela;23529;14289;13675,,
432143 Terra de Areia;10381;11351;9841,,
432145 Teutônia;17528;22832;27144,,
432146 Tio Hugo;-;-;2723,,
432147 Tiradentes do Sul;-;7473;6443,,
432149 Toropi;-;3165;2941,,
432150 Torres;37145;30629;34438,,
432160 Tramandaí;19819;30820;41354,,
432162 Travesseiro;-;2343;2314,,
432163 Três Arroios;3286;3139;2848,,
432166 Três Cachoeiras;7963;9498;10184,,
432170 Três Coroas;15029;19310;23666,,
432180 Três de Maio;26387;24049;23577,,
432183 Três Forquilhas;-;3217;2903,,
432185 Três Palmeiras;5022;4584;4373,,
432190 Três Passos;40352;24461;23545,,
432195 Trindade do Sul;6871;5883;5750,,
432200 Triunfo;17865;22061;25694,,
432210 Tucunduva;12526;6298;5873,,
432215 Tunas;4351;4258;4377,,
432218 Tupanci do Sul;-;1696;1560,,
432220 Tupanciretã;23190;20929;22161,,
432225 Tupandi;2243;2881;3921,,
432230 Tuparendi;12421;9528;8519,,
432232 Turuçu;-;3649;3503,,
432234 Ubiretama;-;2674;2293,,
432235 União da Serra;-;1901;1487,,
432237 Unistalda;-;2639;2447,,
432240 Uruguaiana;116365;125824;124241,,
432250 Vacaria;58098;56945;60797,,
432253 Vale do Sol;-;10501;11045,,
432254 Vale Real;-;4336;5103,,
432252 Vale Verde;-;3041;3249,,
432255 Vanini;1822;1863;1980,,
432260 Venâncio Aires;55124;60839;65503,,
432270 Vera Cruz;17845;21233;23915,,
432280 Veranópolis;16803;19379;22705,,
432285 Vespasiano Corrêa;-;2181;1966,,
432290 Viadutos;8857;6069;5291,,
432300 Viamão;167565;225931;237792,,
432310 Vicente Dutra;6494;6045;5250,,
432320 Victor Graeff;3853;3868;2978,,
432330 Vila Flores;2637;3067;3199,,
432335 Vila Lângaro;-;2276;2143,,
432340 Vila Maria;4016;4165;4210,,
432345 Vila Nova do Sul;-;4255;4217,,
432350 Vista Alegre;3095;2968;2829,,
432360 Vista Alegre do Prata;1772;1616;1538,,
432370 Vista Gaúcha;2736;2714;2755,,
432375 Vitória das Missões;-;3978;3447,,
432377 Westfália;-;-;2790,,
432380 Xangri-lá;-;8157;12389,,
500020 Água Clara;5603;10730;14271,,
500025 Alcinópolis;-;3645;4558,,
500060 Amambai;25853;29261;34336,,
500070 Anastácio;19076;22251;23681,,
500080 Anaurilândia;7268;7864;8472,,
500085 Angélica;8813;7255;9037,,
500090 Antônio João;6621;7294;8186,,
500100 Aparecida do Taboado;15077;18231;22219,,
500110 Aquidauana;38665;43016;45184,,
500124 Aral Moreira;8009;7737;10175,,
500150 Bandeirantes;6158;6339;6573,,
500190 Bataguassu;11354;16063;19671,,
500200 Batayporã;7944;10398;10878,,
500210 Bela Vista;18978;21483;22943,,
500215 Bodoquena;6854;8267;7952,,
500220 Bonito;14599;16740;19326,,
500230 Brasilândia;10187;11759;11746,,
500240 Caarapó;22232;20573;25632,,
500260 Camapuã;15428;16304;13519,,
500270 Campo Grande;522801;659127;779224,,
500280 Caracol;3907;4494;5375,,
500290 Cassilândia;17779;19936;20742,,
500295 Chapadão do Sul;5281;11361;19500,,
500310 Corguinho;3678;3524;4753,,
500315 Coronel Sapucaia;11589;12687;13971,,
500320 Corumbá;86852;94517;102456,,
500325 Costa Rica;13848;15301;19474,,
500330 Coxim;33177;30365;31987,,
500345 Deodápolis;13658;11228;12118,,
500348 Dois Irmãos do Buriti;8720;9067;9844,,
500350 Douradina;4733;4725;5337,,
500370 Dourados;135007;163224;194068,,
500375 Eldorado;10957;10487;11569,,
500380 Fátima do Sul;22073;18985;18959,,
500390 Figueirão;-;-;2907,,
500400 Glória de Dourados;11797;9982;9878,,
500410 Guia Lopes da Laguna;9086;10906;10275,,
500430 Iguatemi;11006;12206;14754,,
500440 Inocência;6249;7781;7607,,
500450 Itaporã;15873;16954;20842,,
500460 Itaquiraí;12339;14261;15113,,
500470 Ivinhema;31831;21232;22149,,
500480 Japorã;-;5675;7673,,
500490 Jaraguari;4407;5246;5952,,
500500 Jardim;19164;21982;24111,,
500510 Jateí;4933;4052;3972,,
500515 Juti;5172;4862;5878,,
500520 Ladário;11949;15268;19552,,
500525 Laguna Carapã;-;5510;6409,,
500540 Maracaju;22730;25883;37006,,
500560 Miranda;19902;22023;25441,,
500568 Mundo Novo;22281;15389;16944,,
500570 Naviraí;30267;36245;46002,,
500580 Nioaque;11032;14891;14296,,
500600 Nova Alvorada do Sul;-;9627;16120,,
500620 Nova Andradina;29662;35028;45061,,
500625 Novo Horizonte do Sul;-;5989;4938,,
500630 Paranaíba;37427;38041;39889,,
500635 Paranhos;9392;9325;12145,,
500640 Pedro Gomes;8272;8428;7878,,
500660 Ponta Porã;54870;59145;77305,,
500690 Porto Murtinho;12605;13025;15214,,
500710 Ribas do Rio Pardo;10713;14890;20481,,
500720 Rio Brilhante;22087;21567;30320,,
500730 Rio Negro;5534;5102;5018,,
500740 Rio Verde de Mato Grosso;14932;17862;18717,,
500750 Rochedo;3474;4276;4899,,
500755 Santa Rita do Pardo;4966;6523;7216,,
500769 São Gabriel do Oeste;11810;16698;21968,,
500780 Selvíria;5616;6047;6228,,
500770 Sete Quedas;14544;10729;10705,,
500790 Sidrolândia;16041;22468;41927,,
500793 Sonora;5682;9528;14728,,
500795 Tacuru;6905;8280;10115,,
500797 Taquarussu;4476;3469;3503,,
500800 Terenos;9964;11468;16550,,
500830 Três Lagoas;67409;78652;101227,,
500840 Vicentina;7245;5732;5872,,
510010 Acorizal;5307;5779;5513,,
510020 Água Boa;16327;15618;20341,,
510025 Alta Floresta;66295;46510;48855,,
510030 Alto Araguaia;9848;11100;15462,,
510035 Alto Boa Vista;-;6005;5209,,
510040 Alto Garças;8163;8198;10202,,
510050 Alto Paraguai;13774;8425;10047,,
510060 Alto Taquari;2898;4202;7946,,
510080 Apiacás;5772;6496;8236,,
510100 Araguaiana;3350;3394;3187,,
510120 Araguainha;1414;1342;1096,,
510125 Araputanga;12449;13038;15266,,
510130 Arenápolis;18838;11543;10228,,
510140 Aripuanã;12737;26841;18403,,
510160 Barão de Melgaço;9744;7567;7564,,
510170 Barra do Bugres;22110;25586;31515,,
510180 Barra do Garças;45259;50268;56432,,
510185 Bom Jesus do Araguaia;-;-;4995,,
510190 Brasnorte;6512;9524;15069,,
510250 Cáceres;76844;84244;87457,,
510260 Campinápolis;11760;10634;14291,,
510263 Campo Novo do Parecis;5962;16493;27196,,
510267 Campo Verde;5302;16817;30852,,
510268 Campos de Júlio;-;2781;5117,,
510269 Canabrava do Norte;-;4743;4759,,
510270 Canarana;11816;14168;18514,,
510279 Carlinda;-;12239;10952,,
510285 Castanheira;8316;7287;8139,,
510300 Chapada dos Guimarães;12791;15552;17708,,
510305 Cláudia;8879;10177;10977,,
510310 Cocalinho;5350;5032;5289,,
510320 Colíder;30568;27773;30583,,
510325 Colniza;-;-;25913,,
510330 Comodoro;8832;14799;17975,,
510335 Confresa;-;17011;25056,,
510336 Conquista D'Oeste;-;-;3373,,
510337 Cotriguaçu;-;7437;14955,,
510340 Cuiabá;398476;479478;546900,,
510343 Curvelândia;-;-;4856,,
510345 Denise;4769;7385;8517,,
510350 Diamantino;15702;18138;20153,,
510360 Dom Aquino;8825;8023;7994,,
510370 Feliz Natal;-;6538;10877,,
510380 Figueirópolis D'Oeste;5354;4262;3747,,
510385 Gaúcha do Norte;-;3137;6217,,
510390 General Carneiro;4252;4072;4992,,
510395 Glória D'Oeste;-;3325;3129,,
510410 Guarantã do Norte;21452;27323;32016,,
510420 Guiratinga;14715;12347;13776,,
510450 Indiavaí;1997;2052;2388,,
510452 Ipiranga do Norte;-;-;5070,,
510454 Itanhangá;-;-;5233,,
510455 Itaúba;6379;8325;4543,,
510460 Itiquira;7735;8735;11238,,
510480 Jaciara;21740;22456;25459,,
510490 Jangada;5224;7064;7497,,
510500 Jauru;13185;12519;10403,,
510510 Juara;21411;29719;32538,,
510515 Juína;36307;36734;38957,,
510517 Juruena;5787;5374;11160,,
510520 Juscimeira;10864;11751;11321,,
510523 Lambari D'Oeste;-;4573;5414,,
510525 Lucas do Rio Verde;6532;19175;45326,,
510530 Luciara;5542;2425;2211,,
510558 Marcelândia;8343;14188;11944,,
510560 Matupá;9302;11078;14102,,
510562 Mirassol d'Oeste;25740;22498;25045,,
510590 Nobres;14900;14798;14844,,
510600 Nortelândia;9957;7161;6402,,
510610 Nossa Senhora do Livramento;10411;12082;11572,,
510615 Nova Bandeirantes;-;6911;11626,,
510620 Nova Brasilândia;9442;5698;4560,,
510621 Nova Canaã do Norte;13619;11017;12071,,
510880 Nova Guarita;-;5566;4870,,
510618 Nova Lacerda;-;3379;5370,,
510885 Nova Marilândia;-;2347;2940,,
510890 Nova Maringá;-;3797;6438,,
510895 Nova Monte Verde;-;6739;8000,,
510622 Nova Mutum;5409;14360;31107,,
510617 Nova Nazaré;-;-;3027,,
510623 Nova Olímpia;6350;13789;17301,,
510619 Nova Santa Helena;-;-;3453,,
510624 Nova Ubiratã;-;3324;8753,,
510625 Nova Xavantina;18294;17730;19533,,
510627 Novo Horizonte do Norte;4207;3287;3741,,
510626 Novo Mundo;-;4392;7278,,
510631 Novo Santo Antônio;-;-;1986,,
510628 Novo São Joaquim;7094;8674;6008,,
510629 Paranaíta;11004;10099;10560,,
510630 Paranatinga;18162;14405;19135,,
510637 Pedra Preta;11139;12836;15589,,
510642 Peixoto de Azevedo;32111;23461;30531,,
510645 Planalto da Serra;-;2757;2718,,
510650 Poconé;29629;30422;31582,,
510665 Pontal do Araguaia;-;3734;5353,,
510670 Ponte Branca;3679;2070;1761,,
510675 Pontes e Lacerda;34331;42304;41167,,
510677 Porto Alegre do Norte;10131;8533;10656,,
510680 Porto dos Gaúchos;5828;5498;5415,,
510682 Porto Esperidião;8543;9863;11023,,
510685 Porto Estrela;-;4654;3646,,
510700 Poxoréu;23736;19755;17443,,
510704 Primavera do Leste;12294;39427;51658,,
510706 Querência;-;6919;12881,,
510715 Reserva do Cabaçal;3176;2418;2551,,
510718 Ribeirão Cascalheira;8472;8817;8793,,
510719 Ribeirãozinho;-;1962;2197,,
510720 Rio Branco;11627;5072;5044,,
510757 Rondolândia;-;-;3582,,
510760 Rondonópolis;125696;147119;193356,,
510770 Rosário Oeste;19778;18314;17517,,
510775 Salto do Céu;7386;4590;3886,,
510724 Santa Carmem;-;2817;4065,,
510774 Santa Cruz do Xingu;-;-;1889,,
510776 Santa Rita do Trivelato;-;-;2354,,
